ID,Owner,Secret,Server,Title,Description,Year,Month,Day,Time,Hashtags,Latitude,Longitude,Distance,Message,Message_en
26212475786,129274897@N02,f766f9995b,1606,_1MG_9223,,2016,4,4,19:39:42,germany hamburg,0.0,0.0,31.811382205676864,"_1MG_9223 
  
 #germany #hamburg","_1MG_9223 
  
 #germany #hamburg"
26224037316,80404158@N06,abbda7e2c7,1542,"16_03_31, HH, Elbphilharmonie-027-2",,2016,4,5,10:49:29,hamburg rainern,0.0,0.0,35.050019520356955,"16_03_31, HH, Elbphilharmonie-027-2 
  
 #hamburg #rainern","16_03_31, HH, Elbphilharmonie-027-2
  
 #hamburg #rainern"
26229732413,48547200@N03,4aa461111d,7201,Hamburg Elbphilharmonie,,2016,5,5,16:09:27,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,38.97072045613254,"Hamburg Elbphilharmonie 
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon","Hamburg Elbe Philharmonic Hall
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon"
26229734123,48547200@N03,274407eb29,7010,Hamburg Elbphilharmonie,,2016,5,5,16:09:25,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,39.3278336287583,"Hamburg Elbphilharmonie 
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon","Hamburg Elbe Philharmonic Hall
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon"
26229734953,48547200@N03,c88540471e,7717,Hamburg Elbphilharmonie,,2016,5,5,16:09:24,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,39.43548111089308,"Hamburg Elbphilharmonie 
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon","Hamburg Elbe Philharmonic Hall
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon"
26229741553,48547200@N03,5a6ebf6e1d,7346,Hamburg Elbphilharmonie,,2016,5,5,16:09:32,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,37.57408902150951,"Hamburg Elbphilharmonie 
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon","Hamburg Elbe Philharmonic Hall
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon"
26229742393,48547200@N03,0ef4f259e3,7504,Hamburg Elbphilharmonie,,2016,5,5,16:09:31,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,39.601986594866275,"Hamburg Elbphilharmonie 
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon","Hamburg Elbe Philharmonic Hall
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon"
26229743353,48547200@N03,6f69163659,7065,Hamburg Elbphilharmonie,,2016,5,5,16:09:30,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,35.20159830971875,"Hamburg Elbphilharmonie 
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon","Hamburg Elbe Philharmonic Hall
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon"
26229743983,48547200@N03,d1fb2c5c98,7107,Hamburg Elbphilharmonie,,2016,5,5,16:09:29,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,32.2521129085751,"Hamburg Elbphilharmonie 
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon","Hamburg Elbe Philharmonic Hall
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon"
26232959655,134656448@N03,cb7ac3f891,1604,IMGP1724.jpg,,2016,4,4,14:19:27,wasser hamburg hafen elbphilharmonie,0.0,0.0,38.04188643906923,"IMGP1724.jpg 
  
 #wasser #hamburg #hafen #elbphilharmonie","IMGP1724.jpg
  
 #water #hamburg #hafen #elbphilharmonie"
26236827613,141772344@N02,ccc22fc742,7244,Elbphilharmonie,Elbphilharmonie,2016,5,6,00:10:45,hamburg eurograb,53.542895,9.995756,32.5790146899908,"Elbphilharmonie 
 Elbphilharmonie 
 #hamburg #eurograb","Elbphilharmonie
 Elbphilharmonie
 #hamburg #eurograb"
26249969635,80404158@N06,41bd68d620,1636,"16_03_31, HH, Elbphilharmonie-020",,2016,4,5,10:49:28,hamburg rainern,0.0,0.0,39.98142941780867,"16_03_31, HH, Elbphilharmonie-020 
  
 #hamburg #rainern","16_03_31, HH, Elbphilharmonie-020 
  
 #hamburg #rainern"
26249989455,80404158@N06,f107d0d435,1598,"16_03_31, HH, Elbphilharmonie-015",,2016,4,5,10:49:26,hamburg rainern,0.0,0.0,38.38605820652651,"16_03_31, HH, Elbphilharmonie-015 
  
 #hamburg #rainern","16_03_31, HH, Elbphilharmonie-015
  
 #hamburg #rainern"
26252506892,29453011@N00,c95394c4ed,1500,Dockside buildings,,2016,4,10,11:55:23,germany hamburg,0.0,0.0,38.1677920261364,"Dockside buildings 
  
 #germany #hamburg","Dockside buildings 
  
 #germany #hamburg"
26278634163,127765349@N05,bb7c8364b8,7018,Hamburg - Elbphilharmonie,,2016,5,8,05:53:45,germany hamburg elbphilharmonie,0.0,0.0,37.35777173184465,"Hamburg - Elbphilharmonie 
  
 #germany #hamburg #elbphilharmonie","Hamburg - Elbphilharmonie 
  
 #germany #hamburg #elbphilharmonie"
26279423764,127765349@N05,e6e0f4dec3,7626,Hamburg,,2016,5,8,08:34:52,germany hamburg,0.0,0.0,38.939313897636794,"Hamburg 
  
 #germany #hamburg","Hamburg 
  
 #germany #hamburg"
26279440204,127765349@N05,4e731813a6,7189,Hamburg,,2016,5,8,08:34:49,germany hamburg,0.0,0.0,36.42073269500975,"Hamburg 
  
 #germany #hamburg","Hamburg 
  
 #germany #hamburg"
26280495373,127765349@N05,c22c50262c,7428,Hamburg,,2016,5,8,08:34:49,germany hamburg,0.0,0.0,39.78673515450305,"Hamburg 
  
 #germany #hamburg","Hamburg 
  
 #germany #hamburg"
26289940710,55234421@N05,ae8f00704e,1548,Philharmonische Reflexion,,2016,4,21,18:34:44,spiegel hamburg sonne elbphilharmonie,0.0,0.0,33.021097839908634,"Philharmonische Reflexion 
  
 #spiegel #hamburg #sonne #elbphilharmonie","Philharmonic reflection
  
 #mirror #hamburg #sun #elbphilharmonie"
26290908580,40246646@N00,c7eae47eab,1505,"Foto 26.03.16, 17 57 35",,2016,4,21,20:01:33,germany deutschland hamburg,53.54148,9.984555,39.75548511717102,"Foto 26.03.16, 17 57 35 
  
 #germany #deutschland #hamburg","Photo 03/26/16, 17 57 35
  
 #germany #deutschland #hamburg"
26305358353,24537538@N04,ef7726e796,7606,Hamburg#,,2016,5,9,10:05:41,port hamburg hamburgerhafen hafengeburtstag habour,0.0,0.0,38.32569364340338,"Hamburg# 
  
 #port #hamburg #hamburgerhafen #hafengeburtstag #habour","Hamburg#
  
 #port #hamburg #hamburgerhafen #hafengeburtstag #habour"
26312731904,98323163@N04,aa656b4813,7536,BIMG_7908,,2016,5,9,19:09:23,hamburg schiffe 2016 hafenfest,0.0,0.0,38.89537955015362,"BIMG_7908 
  
 #hamburg #schiffe #2016 #hafenfest","BIMG_7908
  
 #hamburg #ships # 2016 #hafenfest"
26337900603,129323323@N07,6be33bf289,7739,Elbphilharmonie,,2016,5,11,00:10:15,bw white black architecture hamburg hafencity elbphilharmonie,0.0,0.0,39.653866864617385,"Elbphilharmonie 
  
 #bw #white #black #architecture #hamburg #hafencity #elbphilharmonie","Elbphilharmonie 
  
 #bw #white #black #architecture #hamburg #hafencity #elbphilharmonie"
26345041375,29453011@N00,0cc4be37ea,1657,New opera house,,2016,4,10,12:02:06,germany hamburg,0.0,0.0,35.53423924191452,"New opera house 
  
 #germany #hamburg","New opera house 
  
 #germany #hamburg"
26352852754,134596218@N02,f3f742d9b0,7107,Elbphilharmonie reflecting the sunrise III,,2016,5,11,20:39:18,hamburg,0.0,0.0,33.48609151739697,"Elbphilharmonie reflecting the sunrise III 
  
 #hamburg","Elbphilharmonie reflecting the sunrise III 
  
 #hamburg"
26371719363,96264135@N08,977f70bdae,7498,Elbphilharmonie Hamburg,2016,2016,5,13,04:50:13,hamburg architektur hh gebäude hafencity hansestadt konzerthaus schwarzweis elbphilharmonie elphi,0.0,0.0,37.98209526127789,"Elbphilharmonie Hamburg 
 2016 
 #hamburg #architektur #hh #gebäude #hafencity #hansestadt #konzerthaus #schwarzweis #elbphilharmonie #elphi","Elbphilharmonie Hamburg
 2016
 #hamburg #architektur #hh #buildings #hafencity #hansestadt #konzerthaus #schwarzweis #elbphilharmonie #elphi"
26377596624,111081316@N08,cef7536f9c,7256,Elbphilharmonie Hamburg,                               ,2016,5,13,05:56:38,harbour hamburg hdr hafengeburtstag,53.545968,9.970161,38.44895298366305,"Elbphilharmonie Hamburg 
                                 
 #harbour #hamburg #hdr #hafengeburtstag","Elbphilharmonie Hamburg
                                 
 #harbour #hamburg #hdr #hafengeburtstag"
26381153133,63766542@N05,273122dc1d,7592,"Elbphilharmonie Hamburg, Mai 2015","Leica M6, Voigtlaender Super-Wide Heliar 4.5/15mm II, Kodak Tri-X",2016,5,13,09:21:01,leica white black architecture blackwhite angle kodak voigtlaender trix hamburg wide super architektur m6 15mm elbe heliar elbphilharmonie,0.0,0.0,34.02653185192207,"Elbphilharmonie Hamburg, Mai 2015 
 Leica M6, Voigtlaender Super-Wide Heliar 4.5/15mm II, Kodak Tri-X 
 #leica #white #black #architecture #blackwhite #angle #kodak #voigtlaender #trix #hamburg #wide #super #architektur #m6 #15mm #elbe #heliar #elbphilharmonie","Elbphilharmonie Hamburg, Mai 2015 
 Leica M6, Voigtlaender Super-Wide Heliar 4.5/15mm II, Kodak Tri-X 
 #leica #white #black #architecture #blackwhite #angle #kodak #voigtlaender #trix #hamburg #wide #super #architektur #m6 #15mm #elbe #heliar #elbphilharmonie"
26389544426,12962905@N05,3582eeced4,1659,River songs,,2016,4,13,22:51:42,germany hamburg,53.541292,9.983632,38.19312045084211,"River songs 
  
 #germany #hamburg","River songs 
  
 #germany #hamburg"
26405617963,127608576@N05,be85e24bb1,7538,Hamburg Elbphilharmonie,,2016,5,14,16:03:55,hamburg hafen elbphilharmonie,0.0,0.0,36.94689212314711,"Hamburg Elbphilharmonie 
  
 #hamburg #hafen #elbphilharmonie","Hamburg Elbe Philharmonic Hall
  
 #hamburg #hafen #elbphilharmonie"
26411449705,24537538@N04,d16afa1b78,1660,Hamburg#,,2016,4,13,17:58:41,fuji hamburg fujifilm hamburgerhafen habour xt1,0.0,0.0,35.19551393493134,"Hamburg# 
  
 #fuji #hamburg #fujifilm #hamburgerhafen #habour #xt1","Hamburg#
  
 #fuji #hamburg #fujifilm #hamburgerhafen #habour # xt1"
26418990344,91218372@N00,9521c85cd7,7268,Elbphilharmonie,Hamburg 2016,2016,5,15,10:07:04,city germany deutschland hamburg stadt 2016 elbphilharmonie,0.0,0.0,37.5902130578354,"Elbphilharmonie 
 Hamburg 2016 
 #city #germany #deutschland #hamburg #stadt #2016 #elbphilharmonie","Elbphilharmonie
 Hamburg 2016
 #city #germany #deutschland #hamburg #stadt # 2016 #elbphilharmonie"
26420761231,80873038@N02,3d2ab8e12f,1719,P9200018,OLYMPUS DIGITAL CAMERA,2016,4,17,18:27:34,hamburg 2015 permall,0.0,0.0,37.38410335228605,"P9200018 
 OLYMPUS DIGITAL CAMERA 
 #hamburg #2015 #permall","P9200018 
 OLYMPUS DIGITAL CAMERA 
 #hamburg #2015 #permall"
26430934283,52852143@N05,dba3804eb7,7571,IMG_1452,,2016,5,15,19:27:51,de deutschland hamburg 2015,53.542963,9.982555,34.2265856180818,"IMG_1452 
  
 #de #deutschland #hamburg #2015","IMG_1452
  
 #de #germany #hamburg # 2015"
26438915441,141799307@N06,4ebafe1ed8,1549,Elbphilharmonie,,2016,4,18,15:15:25,life travel sky music sun reflection water skyline architecture clouds port buildings landscape harbour hamburg musical orchestra philharmonic elbe elbphilharmonie,0.0,0.0,30.22546771347902,"Elbphilharmonie 
  
 #life #travel #sky #music #sun #reflection #water #skyline #architecture #clouds #port #buildings #landscape #harbour #hamburg #musical #orchestra #philharmonic #elbe #elbphilharmonie","Elbphilharmonie 
  
 #life #travel #sky #music #sun #reflection #water #skyline #architecture #clouds #port #buildings #landscape #harbour #hamburg #musical #orchestra #philharmonic #elbe #elbphilharmonie"
26448447754,11585369@N08,0f253fda78,7405,Hamburg 15.05.2016,Am Sonntag hatte wir die Möglichkeit mit einem Freund mal Hamburg von der Wasserseite zu betracht. Es war wirklich genial mal alles vom Boot aus zu sehen. Zumal der Flensburger Hafen etwas kleiner ist.,2016,5,16,16:36:29,boot meer wasser hamburg hh hafen sonne kran schiff speicherstadt elbe brücken elbphilharmonie schumacherphotography meineperle,0.0,0.0,37.596403093578886,"Hamburg 15.05.2016 
 Am Sonntag hatte wir die Möglichkeit mit einem Freund mal Hamburg von der Wasserseite zu betracht. Es war wirklich genial mal alles vom Boot aus zu sehen. Zumal der Flensburger Hafen etwas kleiner ist. 
 #boot #meer #wasser #hamburg #hh #hafen #sonne #kran #schiff #speicherstadt #elbe #brücken #elbphilharmonie #schumacherphotography #meineperle","Hamburg May 15, 2016
 On Sunday we had the opportunity to see Hamburg from the water with a friend. It was really great to see everything from the boat. Especially since the port of Flensburg is a bit smaller.
 #boot #meer #wasser #hamburg #hh #hafen #sonne #kran #schiff #speicherstadt #elbe #brücken #elbphilharmonie #schumacherphotography #meineperle"
26455528383,142634640@N03,1d7522de88,7552,Hamburg,April 2016,2016,5,16,21:19:48,hamburg elbphilharmonie,0.0,0.0,31.211449168484933,"Hamburg 
 April 2016 
 #hamburg #elbphilharmonie","Hamburg 
 April 2016 
 #hamburg #elbphilharmonie"
26472662870,69375885@N08,fb35845b7c,1521,0LYM0055.jpg,,2016,5,1,08:53:23,staedte diverse hamburg,0.0,0.0,35.41040337144227,"0LYM0055.jpg 
  
 #staedte #diverse #hamburg","0LYM0055.jpg 
  
 #staedte #diverse #hamburg"
26472696750,69375885@N08,1454499cc7,1483,0LYM0074.jpg,,2016,5,1,08:55:47,staedte diverse hamburg,0.0,0.0,39.16694918742451,"0LYM0074.jpg 
  
 #staedte #diverse #hamburg","0LYM0074.jpg 
  
 #staedte #diverse #hamburg"
26472700950,69375885@N08,614f37fa56,1561,0LYM0076.jpg,,2016,5,1,08:56:02,diverse hamburg staedte,0.0,0.0,37.72388863696892,"0LYM0076.jpg 
  
 #diverse #hamburg #staedte","0LYM0076.jpg 
  
 #diverse #hamburg #staedte"
26478913945,140308257@N03,dc079193c6,1471,DSCF0618,,2016,4,17,11:27:00,hamburg philharmonie elb,0.0,0.0,36.61536786590591,"DSCF0618 
  
 #hamburg #philharmonie #elb","DSCF0618
  
 #hamburg #philharmonie #elb"
26492912914,59026435@N00,14393eeca1,7742,Elbphilharmonie,"Hamburg, Hafengeburtstag",2016,5,18,19:58:35,fuji hamburg hafengeburtstag x20 2016 hafengeburtstag2016,0.0,0.0,39.50438947157341,"Elbphilharmonie 
 Hamburg, Hafengeburtstag 
 #fuji #hamburg #hafengeburtstag #x20 #2016 #hafengeburtstag2016","Elbphilharmonie
 Hamburg, port birthday
 #fuji #hamburg #hafengeburtstag # x20 # 2016 #hafengeburtstag2016"
26495661030,132973166@N08,d3c1b09902,1468,Most Photographed,"Elbphilharmonie Hamburg, coming soon after many years",2016,5,2,09:42:19,harbour hamburg most coming photographed soon elbphilharmonie,0.0,0.0,39.89208549776572,"Most Photographed 
 Elbphilharmonie Hamburg, coming soon after many years 
 #harbour #hamburg #most #coming #photographed #soon #elbphilharmonie","Most Photographed 
 Elbphilharmonie Hamburg, coming soon after many years 
 #harbour #hamburg #most #coming #photographed #soon #elbphilharmonie"
26504233312,94156132@N02,ccde8077fe,1483,Under Construction,(DSC00736),2016,4,23,16:36:53,hamburg elbphilharmonie darktable sonyrx100m3,53.542347,9.98492,35.63634446990068,"Under Construction 
 (DSC00736) 
 #hamburg #elbphilharmonie #darktable #sonyrx100m3","Under Construction 
 (DSC00736) 
 #hamburg #elbphilharmonie #darktable #sonyrx100m3"
26505475356,66209520@N02,4788433f99,1514,Port of Hamburg HDR,HDR shot of the port of Hamburg with Elbphilharmonie,2016,4,19,23:08:50,city bridge trees people urban tower water skyline architecture clouds buildings construction exterior bright hamburg sunny bluesky hdr touristattraction elberiver elbphilharmonie portofhamburg nauticalvessel,0.0,0.0,39.47260050346017,"Port of Hamburg HDR 
 HDR shot of the port of Hamburg with Elbphilharmonie 
 #city #bridge #trees #people #urban #tower #water #skyline #architecture #clouds #buildings #construction #exterior #bright #hamburg #sunny #bluesky #hdr #touristattraction #elberiver #elbphilharmonie #portofhamburg #nauticalvessel","Port of Hamburg HDR 
 HDR shot of the port of Hamburg with Elbphilharmonie 
 #city #bridge #trees #people #urban #tower #water #skyline #architecture #clouds #buildings #construction #exterior #bright #hamburg #sunny #bluesky #hdr #touristattraction #elberiver #elbphilharmonie #portofhamburg #nauticalvessel"
26525584742,89342031@N05,ca0c16acec,1511,Elbphilharmonie,,2016,4,24,16:30:14,elbphilharmonie exkursion hafen hamburg hansuwe wahlstedt jenskummerfeldt jens kummerfeldt,0.0,0.0,34.99456450565572,"Elbphilharmonie 
  
 #elbphilharmonie #exkursion #hafen #hamburg #hansuwe #wahlstedt #jenskummerfeldt #jens #kummerfeldt","Elbphilharmonie
  
 #elbphilharmonie #exkursion #hafen #hamburg #hansuwe #wahlstedt #jenskummerfeldt #jens #kummerfeldt"
26547746261,77439807@N04,4469016bb3,1602,Jewels,"The Elbphilharmonie is located in the historic Sandtorhafen, which was Hamburg’s old working harbour for centuries. The Kaiserspeicher, Hamburg’s biggest warehouse on the water, was built in 1875. Cocoa, tobacco and tea was stored here until the 1990s.


Glass Facade

The building’s characteristic feature: 1,000 curved window panels that are tailor-made to reflect back the sun’s rays. The glass facades in the loggias of the apartments and concert foyers are especially striking: their large convexity almost look like enormous tuning forks.
",2016,4,24,12:15:53,roof architecture hamburg facades architektur dach fassaden 2016 elbphilharmonie sonya7ii sonye18200mmoss,0.0,0.0,36.08553946821189,"Jewels 
 The Elbphilharmonie is located in the historic Sandtorhafen, which was Hamburg’s old working harbour for centuries. The Kaiserspeicher, Hamburg’s biggest warehouse on the water, was built in 1875. Cocoa, tobacco and tea was stored here until the 1990s.


Glass Facade

The building’s characteristic feature: 1,000 curved window panels that are tailor-made to reflect back the sun’s rays. The glass facades in the loggias of the apartments and concert foyers are especially striking: their large convexity almost look like enormous tuning forks.
 
 #roof #architecture #hamburg #facades #architektur #dach #fassaden #2016 #elbphilharmonie #sonya7ii #sonye18200mmoss","Jewels 
 The Elbphilharmonie is located in the historic Sandtorhafen, which was Hamburg’s old working harbour for centuries. The Kaiserspeicher, Hamburg’s biggest warehouse on the water, was built in 1875. Cocoa, tobacco and tea was stored here until the 1990s.


Glass Facade

The building’s characteristic feature: 1,000 curved window panels that are tailor-made to reflect back the sun’s rays. The glass facades in the loggias of the apartments and concert foyers are especially striking: their large convexity almost look like enormous tuning forks.
 
 #roof #architecture #hamburg #facades #architektur #dach #fassaden #2016 #elbphilharmonie #sonya7ii #sonye18200mmoss"
26561578550,48547200@N03,e426350ddc,7399,Hamburg Elbphilharmonie,,2016,5,5,16:09:26,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,35.237068483988196,"Hamburg Elbphilharmonie 
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon","Hamburg Elbe Philharmonic Hall
  
 #germany #deutschland #hamburg #elbe #demeuron #elbphilharmonie #herzon"
26566923394,98590455@N03,2ec6fd656a,7336,Hamburger Hafen in schwarz weis,,2016,5,22,16:05:37,blackandwhite hamburg hafen schwarzweis,0.0,0.0,36.406951325869386,"Hamburger Hafen in schwarz weis 
  
 #blackandwhite #hamburg #hafen #schwarzweis","Port of Hamburg in black and white
  
 #blackandwhite #hamburg #hafen #schwarzweis"
26574129174,72839961@N06,a08857c3db,7055,Elbphilharmonie - Hamburg,"In Hamburg unterwegs .....
",2016,5,22,22:45:49,hamburg hamburgerhafen hafencity bildistnichfreiverfügbar,0.0,0.0,36.298126726135024,"Elbphilharmonie - Hamburg 
 In Hamburg unterwegs .....
 
 #hamburg #hamburgerhafen #hafencity #bildistnichfreiverfügbar","Elbphilharmonie - Hamburg
 Out and about in Hamburg .....
 
 #hamburg #hamburgerhafen #hafencity # bildistnichfreiveravbar"
26579700966,65583109@N00,93ac85febd,1485,2016-04-22-207,,2016,4,24,02:37:05,hamburg elbphilharmonie,53.542296,9.967389,35.0667131402995,"2016-04-22-207 
  
 #hamburg #elbphilharmonie","2016-04-22-207 
  
 #hamburg #elbphilharmonie"
26584324290,16515652@N00,c0e14c51a6,7171,05061469-44,SAMSUNG CSC,2016,5,6,21:29:02,ships hamburg hafen hafengeburtstag 2016,0.0,0.0,39.43057983706126,"05061469-44 
 SAMSUNG CSC 
 #ships #hamburg #hafen #hafengeburtstag #2016","05061469-44
 SAMSUNG CSC
 #ships #hamburg #hafen #hafengeburtstag # 2016"
26584359430,16515652@N00,43f7fae2fb,7334,05061469-35,SAMSUNG CSC,2016,5,6,21:28:55,ships hamburg hafen hafengeburtstag 2016,0.0,0.0,36.19845205044453,"05061469-35 
 SAMSUNG CSC 
 #ships #hamburg #hafen #hafengeburtstag #2016","05061469-35
 SAMSUNG CSC
 #ships #hamburg #hafen #hafengeburtstag # 2016"
26584377160,16515652@N00,e02664fd90,7383,05061469-29,SAMSUNG CSC,2016,5,6,21:28:51,ships hamburg hafen hafengeburtstag 2016,0.0,0.0,33.33672121956056,"05061469-29 
 SAMSUNG CSC 
 #ships #hamburg #hafen #hafengeburtstag #2016","05061469-29
 SAMSUNG CSC
 #ships #hamburg #hafen #hafengeburtstag # 2016"
26592310366,89342031@N05,b49784b94e,1571,Elbphilharmonie,,2016,4,24,16:30:02,elbphilharmonie exkursion hafen hamburg hansuwe wahlstedt jenskummerfeldt jens kummerfeldt,0.0,0.0,35.98336564641227,"Elbphilharmonie 
  
 #elbphilharmonie #exkursion #hafen #hamburg #hansuwe #wahlstedt #jenskummerfeldt #jens #kummerfeldt","Elbphilharmonie
  
 #elbphilharmonie #exkursion #hafen #hamburg #hansuwe #wahlstedt #jenskummerfeldt #jens #kummerfeldt"
26605650682,134222765@N04,b4a87dd3fb,1458,DSCF0430,,2016,4,28,18:53:56,hamburg architecture,0.0,0.0,39.567799715907995,"DSCF0430 
  
 #hamburg #architecture","DSCF0430 
  
 #hamburg #architecture"
26612104570,127765349@N05,8dafb8a2c9,7560,Hamburg,,2016,5,8,08:34:55,germany hamburg,0.0,0.0,33.10958946154528,"Hamburg 
  
 #germany #hamburg","Hamburg 
  
 #germany #hamburg"
26646125401,134222765@N04,3fd72286e3,1555,DSCF0459,,2016,4,29,14:34:49,hamburg quadratisch architecture,0.0,0.0,38.95399635707941,"DSCF0459 
  
 #hamburg #quadratisch #architecture","DSCF0459 
  
 #hamburg #quadratisch #architecture"
26652090672,69375885@N08,39129db65d,1504,0LYM0066.jpg,,2016,5,1,08:54:49,diverse hamburg staedte,0.0,0.0,35.580041717534414,"0LYM0066.jpg 
  
 #diverse #hamburg #staedte","0LYM0066.jpg 
  
 #diverse #hamburg #staedte"
26660723642,136704029@N05,7000c1c22b,1462,seq1_00067,,2016,5,1,17:45:36,nacht hamburg hafen speicherstadt,0.0,0.0,39.04498552860804,"seq1_00067 
  
 #nacht #hamburg #hafen #speicherstadt","seq1_00067
  
 #night #hamburg #hafen #speicherstadt"
26676253230,132973166@N08,a387834ee3,7441,B&W Version,Elbphilharmonie Hamburg,2016,5,11,10:26:09,bw architecture hamburg elbphilharmonie,0.0,0.0,34.41569576197372,"B&W Version 
 Elbphilharmonie Hamburg 
 #bw #architecture #hamburg #elbphilharmonie","B&W version
 Elbphilharmonie Hamburg
 #bw #architecture #hamburg #elbphilharmonie"
26678777441,69375885@N08,5423967f54,1632,0LYM0033.jpg,,2016,5,1,08:50:38,diverse hamburg staedte,0.0,0.0,36.68057964087836,"0LYM0033.jpg 
  
 #diverse #hamburg #staedte","0LYM0033.jpg 
  
 #diverse #hamburg #staedte"
26678837371,69375885@N08,16196800d7,1711,0LYM0083.jpg,,2016,5,1,08:56:48,diverse hamburg staedte,0.0,0.0,37.69294494666951,"0LYM0083.jpg 
  
 #diverse #hamburg #staedte","0LYM0083.jpg 
  
 #diverse #hamburg #staedte"
26702540150,96264135@N08,877851f14e,7696,......................,,2016,5,13,04:50:13,hamburg architektur hh musik fluss gebäude elbe hafencity hansestadt konzerthaus blohmvoss dock10 schwarzweis elbphilharmonie kriegsschiff hafenkran lenkwaffenzerstörer schiffsverkehr elphi werftgelände kampffahrzeug hmsduncand37 hafengeburtstag2016 827hafengeburtstag,0.0,0.0,39.62692961774178,"...................... 
  
 #hamburg #architektur #hh #musik #fluss #gebäude #elbe #hafencity #hansestadt #konzerthaus #blohmvoss #dock10 #schwarzweis #elbphilharmonie #kriegsschiff #hafenkran #lenkwaffenzerstörer #schiffsverkehr #elphi #werftgelände #kampffahrzeug #hmsduncand37 #hafengeburtstag2016 #827hafengeburtstag","......................
  
 Hamburg"
26705333714,134222765@N04,557f395b9a,7439,DSCF4321,,2016,5,28,20:41:20,hamburg architecture,0.0,0.0,38.564770981587344,"DSCF4321 
  
 #hamburg #architecture","DSCF4321 
  
 #hamburg #architecture"
26710875245,14037201@N03,b2632b57de,1696,Elbphilharmonie,,2016,4,29,12:58:31,sky reflection building glass architecture clouds facade germany hamburg landmark herzogdemeuron deuschland elbphilharmonie wernerkallmorgen,0.0,0.0,38.80468405394163,"Elbphilharmonie 
  
 #sky #reflection #building #glass #architecture #clouds #facade #germany #hamburg #landmark #herzogdemeuron #deuschland #elbphilharmonie #wernerkallmorgen","Elbphilharmonie 
  
 #sky #reflection #building #glass #architecture #clouds #facade #germany #hamburg #landmark #herzogdemeuron #deuschland #elbphilharmonie #wernerkallmorgen"
26719953236,69375885@N08,b779d8f9ba,1650,0LYM0024.jpg,,2016,5,1,08:49:37,diverse hamburg staedte,0.0,0.0,37.97467255741958,"0LYM0024.jpg 
  
 #diverse #hamburg #staedte","0LYM0024.jpg 
  
 #diverse #hamburg #staedte"
26719956386,69375885@N08,6f0ca62187,1640,0LYM0026.jpg,,2016,5,1,08:49:44,diverse hamburg staedte,0.0,0.0,33.87833364555968,"0LYM0026.jpg 
  
 #diverse #hamburg #staedte","0LYM0026.jpg 
  
 #diverse #hamburg #staedte"
26720011456,69375885@N08,f6be114a3a,1627,0LYM0051.jpg,,2016,5,1,08:52:54,diverse hamburg staedte,0.0,0.0,32.59067853620786,"0LYM0051.jpg 
  
 #diverse #hamburg #staedte","0LYM0051.jpg 
  
 #diverse #hamburg #staedte"
26728826656,136704029@N05,91dcd43950,1464,seq1_00045,,2016,5,1,17:45:32,nacht hamburg hafen speicherstadt,0.0,0.0,25.41298999456717,"seq1_00045 
  
 #nacht #hamburg #hafen #speicherstadt","seq1_00045
  
 #night #hamburg #hafen #speicherstadt"
