ID,Owner,Secret,Server,Title,Description,Year,Month,Day,Time,Hashtags,Latitude,Longitude,Distance
33750623562,134548943@N04,a97f3e043c,2880,Hamburg,,2017,4,8,08:29:27,elbe wasser hafen hamburg hansestadt blankenese elbphilharmonie elphi dalí salvadordalí frühling acl container schiffe landungsbrücken,0.0,0.0,0.8528078029737667
33752344926,95895699@N03,0ee60afd7d,2829,Hamburg im März 2017,,2017,4,2,14:02:34,hamburg,0.0,0.0,0.9790733795880501
33752345336,95895699@N03,18ea3d89a2,2873,Hamburg im März 2017,,2017,4,2,14:02:32,hamburg,0.0,0.0,0.9053115231689474
33773206822,142018833@N04,281ce30896,2881,hamburg.elphi V,"
Elbphilharmonie / Elbe Philharmonic Hall

One of the largest and most acoustically advanced concert halls.

53°32'28.54&quot;N 9°59'2.73&quot;E

Hamburg, Germany",2017,4,9,12:24:32,elbphilharmonie elbephilharmonichall elphi concerthall building gebäude architektur architecture hamburg germany port hafen harbor harbour outdoor city stadt lovelycity,0.0,0.0,0.9013138350582733
33798202042,145887675@N08,14374dc185,2880,"Hamburger Hafen, Elbphilharmonie",,2017,4,10,15:26:29,hamburg hafen elbphilarmonie harbor water ship sunset clouds sea light night,0.0,0.0,0.9993528046216478
33810859670,97135073@N04,c81dfd70b9,2867,IMG_3619,                               ,2017,4,22,11:35:47,hamburg hafengeburtstag2016,0.0,0.0,0.8773303671245323
33810860630,97135073@N04,bd7ebf0f31,2904,IMG_3617,                               ,2017,4,22,11:35:46,hamburg hafengeburtstag2016,0.0,0.0,0.7107731884361873
33822480071,73547358@N00,76b8205266,2916,Elbphilharmonie,,2017,4,10,11:56:52,elbe elbphilharmonie hamburg hamburgerhafen,0.0,0.0,0.9161357172310008
33825235483,8234070@N02,29ee4b0caa,4183,Hamburg-2,,2017,5,13,17:54:30,hamburg elbphilharmonie,0.0,0.0,0.8191161377967001
33888375036,146991708@N06,197b04da39,2919,Elbphilharmonie,"Hamburg, Germany - Elbphilharmonie",2017,4,9,11:11:34,hamburg elbphilharmonie,53.542275,9.984974,0.8353608707983528
33888386206,146991708@N06,7acf85b17a,2933,Elbphilharmonie,"Hamburg, Germany - Elbphilharmonie mit &quot;Cap San Diego&quot; im Vordergrund.",2017,4,9,11:12:12,hamburg elbphilharmonie capsandiego,53.545069,9.970005,0.9501389031055462
33895007392,34071882@N00,53c1a0fa6e,2818,20170409-113124_Hamburg_Hafenrundfahrt,,2017,4,9,09:31:24,elbphilharmonie hamburg public deutschland geo:lat=53539613333333 exif:lens=dt18270mmf3563ssm exif:aperture=ƒ80 exif:make=sony geo:country=deutschland geo:state=hamburg camera:model=slta77v geo:lon=9980215 geo:city=hamburg exif:isospeed=100 exif:focallength=35mm exif:model=slta77v camera:make=sony,53.539613,9.980215,0.932043552946922
33895017612,34071882@N00,3776ce577b,2941,20170409-113136_Hamburg_Hafenrundfahrt,,2017,4,9,09:31:36,elbphilharmonie hamburg public deutschland exif:lens=dt18270mmf3563ssm exif:aperture=ƒ80 exif:focallength=20mm exif:make=sony geo:country=deutschland geo:state=hamburg camera:model=slta77v geo:city=hamburg geo:lon=99806516666667 geo:lat=53539881666667 exif:isospeed=100 exif:model=slta77v camera:make=sony,53.539881,9.980651,0.8166186362692871
33896944872,34071882@N00,2ea118365e,2826,20170409-132538_Hamburg_Bei der Elbphilharmonie,,2017,4,9,11:25:38,elbphilharmonie hamburg public deutschland exif:lens=dt18270mmf3563ssm camera:make=sony exif:make=sony geo:country=deutschland exif:aperture=ƒ63 exif:focallength=18mm camera:model=slta77v geo:state=hamburg geo:city=hamburg exif:isospeed=100 geo:lat=53540753333333 exif:model=slta77v geo:lon=99852916666667,53.540753,9.985291,0.9504507559262726
33902651061,35758881@N02,b80bb24a79,2894,20170409  IMG_0814 by sebaso,by @sebaso CCBY4.0,2017,4,14,14:52:38,de hafen hamburg,0.0,0.0,0.9726248134752078
33910734986,135950270@N02,b4f2303bab,2924,Elbphilharmonie Hamburg,,2017,4,10,11:04:05,deutschland 2016 hamburg elbphilharmonie,0.0,0.0,0.9497769056026746
33911492236,73547358@N00,32f147258e,2925,Elbphilharmonie,,2017,4,10,11:56:39,hamburgerhafen hamburg elbphilharmonie,0.0,0.0,0.9829056616963117
33920158624,146855859@N02,4546361788,4246,"Hamburg- Hafencity, die neue Elbphilharmonie",,2017,5,19,22:41:29,hamburg,0.0,0.0,0.7136505371973282
33923844631,31905568@N03,ab9c4a3907,2853,20170331_Hamburg_008.jpg,,2017,4,15,16:34:11,elbphilharmonie hamburg orte,0.0,0.0,0.982813579473446
33937805781,111081316@N08,27174512a3,2908,Elbphilharmonie Hamburg,                               ,2017,4,16,09:20:53,hamburg elbphilharmonie,0.0,0.0,0.8719154522854539
33937806291,111081316@N08,a3cab7897e,2935,Elbphilharmonie Hamburg,                               ,2017,4,16,09:20:52,hamburg elbphilharmonie,0.0,0.0,0.9039101408472987
33938088946,136695612@N05,bb20d74e1b,3946,Die Elbharmonie,,2017,4,11,18:20:46,hamburg,0.0,0.0,0.9916630496672694
33948461205,92378096@N04,74b7fd1d91,2816,Sonntagsspaziergang #1,,2017,4,10,06:51:35,canoneosm5 hafencity hamburg elbphilharmonie,0.0,0.0,0.8435585629915489
33950258501,61035648@N00,37618345e8,2846,Elbphilharmonie,,2017,4,16,21:04:08,architecture deutschland germany hamburg herzogdemeuron,0.0,0.0,0.8848322760826358
33953190362,91373061@N00,42f19c2d2e,2850,Hamburg (19),,2017,4,18,03:58:51,städtereise hamburg deutschland unterwegs,53.541493,9.983675,0.7931071685651586
33967718913,51035663473@N01,54f38d0c85,4195,Elbphilharmonie,,2017,5,20,15:10:26,hamburg deutschland de,53.542405,9.985347,0.8677779316913797
34006430544,141481543@N07,b35425f21b,4174,,,2017,5,23,18:43:49,hamburg,0.0,0.0,0.8830115933909605
34014457056,31905568@N03,d8cd8ab7c2,2806,20170404_Hamburg_072.jpg,,2017,4,15,18:14:36,elbphilharmonie hafencity hamburg orte,0.0,0.0,0.8939931187749439
34030104063,141481543@N07,830762929c,4270,,,2017,5,23,08:58:39,hamburg,0.0,0.0,0.918582787431675
34030104833,141481543@N07,d7aa9e0f03,4272,,,2017,5,23,08:58:46,hamburg,0.0,0.0,0.8294348463982052
34032453225,35758881@N02,f0c0830178,2812,20170409  IMG_1006 by sebaso,by @sebaso CCBY4.0,2017,4,14,14:52:16,de hafen hamburg elbphilharmonie elphi,0.0,0.0,0.9872178503384094
34039794356,61035648@N00,c454dd9770,3940,Elbphilharmonie,,2017,4,16,21:02:42,architecture deutschland germany hamburg herzogdemeuron,0.0,0.0,0.9111466413412614
34041510333,55138865@N03,94a27a68cc,4268,05203046,SAMSUNG CSC,2017,5,23,21:22:26,hamburg elphi elbphilharmonie architecture architektur bsfoto samsungnx200 samsung samsungnx nx200 samsungnx20mm28 samsungnx20mmf28 20mm 20mmf28 20mmorless samsungnx20mm f2820mm digicamfotos apsc,0.0,0.0,0.824802113764759
34046927174,147471222@N04,b410812237,4269,"Elbphilharmonie, Hamburg",,2017,5,25,18:41:50,elbphilharmonie elphi harbour hamburg hafen architektur architecture hafencity building lx3,0.0,0.0,0.9703052359733352
34049319714,134910105@N07,9ee92c0369,4195,Elbphilharmonie,,2017,5,25,21:05:48,hamburg elbe elbphilharmonie,53.537197,9.992616,0.8995186479323087
34049995685,34071882@N00,e1af455d16,2866,20170407-113108_Hamburg_bei der Elbphilharmonie,,2017,4,7,09:31:08,hamburg public deutschland exif:lens=dt18270mmf3563ssm camera:make=sony exif:make=sony geo:country=deutschland exif:aperture=ƒ63 exif:focallength=18mm camera:model=slta77v geo:state=hamburg geo:lon=9985125 geo:city=hamburg geo:lat=53542366666667 exif:model=slta77v exif:isospeed=100,53.542366,9.985125,0.9098131007101875
34053727525,34071882@N00,f6cf94bba0,2844,20170409-132503_Hamburg_Bei der Elbphilharmonie,,2017,4,9,11:25:03,elbphilharmonie hamburg public deutschland geo:city=hamburg exif:make=apple exif:isospeed=25 geo:country=deutschland camera:make=apple geo:lat=53540752777778 geo:state=hamburg exif:lens=iphonesebackcamera415mmf22 exif:focallength=415mm exif:model=iphonese exif:aperture=ƒ22 camera:model=iphonese geo:lon=99852916666667,53.540752,9.985291,0.8645222102442884
34054820581,13590988@N02,4b83b51dd5,2893,Lucius and Elbphilharmonie,,2017,4,21,22:46:39,hamburg 2017 lucius elbphilharmonie,0.0,0.0,0.8646249449527641
34064013941,97135073@N04,a46edd674a,2891,IMG_3657,                               ,2017,4,22,11:36:13,hamburg hafengeburtstag2016,0.0,0.0,0.8816177070930785
34064048341,97135073@N04,d8b57bcda8,2884,IMG_3616,                               ,2017,4,22,11:35:45,hamburg hafengeburtstag2016,0.0,0.0,0.9317725737267418
34067105215,111081316@N08,58723a117d,2817,Elbphilharmonie Hamburg,                               ,2017,4,16,09:20:51,hamburg elbphilharmonie,0.0,0.0,0.9270987643994837
34081422743,134910105@N07,888a606a36,4204,Elbphilharmonie,,2017,5,25,21:05:50,hamburg elbe elbphilharmonie,53.540211,9.986683,0.8497383211452757
34095129241,104360774@N02,203ea687cd,2809,Augenweide,"artist:DAX 
PHOTOGRAPHOHOLIC 
I born to capture | 
  
(C) DAX ☆
All rights reserved! 
Unauthorised use prohibited!",2017,4,23,19:53:05,elbphilharmonie royalsnappingartists unlimitedgermany huntgram olympuskameras traveltheworld streetview cityhopping exploretocreate exclusiveshot transfervisions nightshot nightvision silenceinthecity mobilephotography mashpics artistdax tvpointofview magicshots neverstopexploring cityview visualsoflife hamburg germany deutschland meindeutschland germanurlaub travelgermany fineartarchitecture sonntagsnachdemtatort cityexplorer urbanexplorer stadtentdecker openyoureyes artofvisuals artistdaxstadtentdeckercityexplorertravelgermanyhamburgarch artistdaxstadtentdeckercityexplorertravelgermanyhamburgarchitecturestreetphotographyurbanarchitectureurbancity,0.0,0.0,0.8726824607538706
34098375894,128246464@N08,7c2eb88ac3,4252,P1040568,"<a href=""https://www.elbphilharmonie.de/de/"" rel=""nofollow"">www.elbphilharmonie.de/de/</a>

<a href=""https://www.google.ch/maps/place/Elbphilharmonie+Hamburg/@53.5413306,9.9841274,15z/data=!4m5!3m4!1s0x0:0xb2e4ab2a68984286!8m2!3d53.5413306!4d9.9841274"" rel=""nofollow"">www.google.ch/maps/place/Elbphilharmonie+Hamburg/@53.5413...</a>

<a href=""https://de.wikipedia.org/wiki/Elbphilharmonie"" rel=""nofollow"">de.wikipedia.org/wiki/Elbphilharmonie</a>",2017,5,28,09:41:54,elbphilharmonie hamburg,0.0,0.0,0.9194908895330968
34098575174,128246464@N08,3d22132402,4272,IMG_0571,"<a href=""https://www.elbphilharmonie.de/de/"" rel=""nofollow"">www.elbphilharmonie.de/de/</a>

<a href=""https://www.google.ch/maps/place/Elbphilharmonie+Hamburg/@53.5413306,9.9841274,15z/data=!4m5!3m4!1s0x0:0xb2e4ab2a68984286!8m2!3d53.5413306!4d9.9841274"" rel=""nofollow"">www.google.ch/maps/place/Elbphilharmonie+Hamburg/@53.5413...</a>

<a href=""https://de.wikipedia.org/wiki/Elbphilharmonie"" rel=""nofollow"">de.wikipedia.org/wiki/Elbphilharmonie</a>",2017,5,28,09:56:45,elbphilharmonie hamburg,0.0,0.0,0.9154895238062688
34109331300,103921337@N03,716c2de7a3,4164,828. Hafengeburtstag: Elbphilharmonie im Sonnenuntergang,Der 828. Hafengeburtstag am Hamburger Hafen. Gefeiert wird von der Hafencity bis zum Fischmarkt.,2017,5,6,21:33:02,boot elbe geburtstag hafen hafengeburtstag hafenmeile hamburg hamburgerhafen landungsbrücken outdoor schiff schiffe segel segelschiff torzurwelt tradition wasser deutschland,53.542433,9.986972,0.8773283045762832
34109891540,77015458@N02,7ea57fa371,4155,Elbphilharmonie s/w,,2017,5,6,22:12:24,concerthall blackandwhite architecture urban speicherstadt hafengeburtstag hafencity hamburg elbphilharmonie elphie,53.541997,9.985125,0.8382084163173265
34112774522,142400284@N08,6c1eceecd1,4164,DSC05611,,2017,4,25,22:47:59,hamburg germany hafencity harbour de sony alpha a7rii night sunset lake port ship sea nordsea,53.541986,9.985125,0.9329945143638327
34114391902,142400284@N08,331137e2be,2848,DSC05435,,2017,4,25,22:47:04,hamburg germany hafencity harbour de sony alpha a7rii night sunset lake port ship sea nordsea,53.545177,9.969197,0.8727183512324452
34119499520,76254519@N08,0c3366d400,4155,Elbphilharmonie 2,Die Elbphilharmonie von schräg vorne.,2017,5,7,10:02:01,elbphilharmonie hamburg hafen wolken himmel spiegelung reflektion refelction sun harbour concert hall,0.0,0.0,0.842739901117787
34123941535,135771534@N04,11dedc96dc,3940,Elbphilharmonie | Hamburg,,2017,4,18,18:49:57,elbphilharmonie hamburg elbe,0.0,0.0,0.9332175905513735
34141601302,82751085@N00,a9f74635e9,4190,Elbphilharmonie,,2017,4,27,11:00:32,hamburg spring frühling sonya99ii sony24mmf2zassm,0.0,0.0,0.9935571056731248
34155818786,56225953@N08,3e1281ef6e,2908,Elbphilharmonie,,2017,4,22,13:34:03,hamburg hafencity elbphilharmonie segelschiffe norden norddeutschland wasser elbe musical könig der löwen schiffe city hh,0.0,0.0,0.8048229226962823
34174369584,70229188@N04,c0192a61ef,4244,Die Elbphilharmonie,,2017,5,31,20:26:46,deutschland elbphilharmonie hamburg reise städtetrip philharmonie philharmony musichall musik klassik,0.0,0.0,0.92111888612977
34178133103,149343937@N06,ccc35edb7d,4244,FMD05,,2017,5,30,12:07:55,sw hamburg,0.0,0.0,0.8921391995729121
34196549505,56225953@N08,42e3988c10,2919,Hansestadt Hamburg 2017,,2017,4,22,13:34:01,hamburg hafencity elbphilharmonie segelschiffe norden norddeutschland wasser elbe musical könig der löwen schiffe city hh,0.0,0.0,0.9305486872353855
34201775805,143091298@N08,50297ff2d3,2849,elbphilharmonie,Hamburg,2017,4,22,18:33:18,elbphilharmonie hamburg hafen harbour pier port haven elbe alster black white grey monochrome architecture music philharmonie orchester orchestra nikon d7100 sigma 1770mm contemporary photography sky clouds cloud philharmonic,0.0,0.0,0.9212861412757516
34206669213,149343937@N06,ed0e36b9e8,4276,FMD09,,2017,5,31,19:05:06,sw hamburg,0.0,0.0,0.9739829128166462
34228628834,38221765@N00,8be1a59f62,4234,- Elbphilharmonie -,,2017,6,3,15:48:15,elbphilharmonie hamburg hafencity blue sky structure,0.0,0.0,0.9197945309090736
34246877345,35185332@N07,1d760ca664,2808,Elbphilharmonie digitalpaint,"Diese Perspektive ist die wohl am häufigsten fotografierte,...
aber keiner hat sie bisher gemalt ;-)",2017,4,24,18:52:20,elphi elbphilharmonie paint digitalpaint water wasser hamburg elbe speicherstadt kran glas bleistift,53.541426,9.98437,0.9779474631995476
34257197573,96313778@N08,5fabb46c7e,4240,0031-Canon-HDR,,2017,6,3,11:27:25,lndf2 hamburg canon eos600d elbphilharmonie hdr,0.0,0.0,0.8800225042311562
34283926576,75849820@N08,44aef4d004,2885,Hamburg / Hafencity / Elbphilharmonie,"Hamburg / Hafencity / Elbphilharmonie ©Silly Photography


Mehr Fotos finden Sie auf <a href=""http://www.silly-photography.de"" rel=""nofollow"">www.silly-photography.de</a>",2017,4,28,18:11:06,hamburg hambruch hafencity hafen harbour hamburgerhafen elbphi elbphilharmonie elbe sandtorhafen nd bw sw blackandwhite schwarzweis longexposure langzeitbelichtung germany deutschland europe europa sillyphotography monochrome architektur,0.0,0.0,0.9412656977251503
34293379852,40482544@N00,f623ca087c,2812,Hamburg,                               ,2017,5,4,19:10:28,hamburg germany,0.0,0.0,0.9822050805523523
34299107035,82751085@N00,e25dcf9c2c,2826,Elbphilharmonie,,2017,4,27,11:00:32,hamburg spring frühling sonya99ii sony24mmf2zassm,0.0,0.0,0.9882387711399411
34299770086,101120835@N05,2ef403fecf,2883,bertrappange-1030533.jpg,,2017,4,29,15:09:22,peopleofgermany hamburg duitsland discover people germany peopleofhamburg explorehamburg deutschland bertrappange streetphotography,0.0,0.0,0.9442278629968097
34342047312,128575325@N04,54754b1944,4158,Hamburg Elbphi erwacht,,2017,5,7,07:33:24,hamburg elbphilharmonie architektur,0.0,0.0,0.8441196264384561
34342229191,7222976@N03,6bd5b21d82,4190,Hamburg Building #3,This is going to be the Performing Arts Centre when it's complete,2017,5,5,19:22:23,germany hamburg lumix panasonic tz60 architecture building,0.0,0.0,0.8134181769996802
34347592714,149106584@N03,246fa84147,4237,Hamburg-33,,2017,6,9,07:01:57,elbphilhamonie hamburg städte,0.0,0.0,0.8021922421108307
34352583572,31769015@N00,dd5289f6cb,4168,DSC_1687.jpg,"🔍 <strong><a href=""http://www.plaghunter.com/en/?utm_source=34352583572&amp;utm_campaign=flickrDescrGrowth&amp;utm_term=1001000"" rel=""nofollow"">Plaghunter</a></strong> protects this beautiful picture against image theft. Get your own <a href=""http://www.plaghunter.com/en/?utm_source=34352583572&amp;utm_campaign=flickrDescrGrowth&amp;utm_term=1001000"" rel=""nofollow"">account for free</a>! 👊",2017,5,7,17:32:30,reise deutschland dirkhofmann europa city travel europe stadt hamburg,0.0,0.0,0.6973671922889473
34354363572,92033267@N06,da0169fe54,4158,17,,2017,5,7,19:09:26,nikonf801s f801s superiaxtra superia400 s400 fujifilms400 hamburg,0.0,0.0,0.9940996490207906
34361972443,55206992@N00,c41b4cf44c,4266,Elbphilharmonie,A different view this time.,2017,6,8,06:23:06,hamburg germany capsandiego outing excursion harbourfestival hafengeburtstag ship parade elbphilharmonie konzert music architecture,0.0,0.0,0.9839985642978802
34367952946,134208278@N06,4171dd2d87,4190,Elbphilharmonie 2 ... (explored),"...the whole scene...
Speicherstadt Hamburg....April mood...",2017,5,2,16:34:37,achim brennecke elbphilharmonie hamburg hafen speicherstadt harbour april mood stimmung regenbogen rainbow regen rain,0.0,0.0,0.9870507298787615
34382519223,149106584@N03,0953bdff3c,4283,Hamburg-28,,2017,6,9,07:01:55,elbphilhamonie hamburg städte,0.0,0.0,0.9950348410652475
34382583813,149106584@N03,3feea71c55,4276,Hamburg-3,,2017,6,9,07:01:43,elbphilhamonie hamburg städte,0.0,0.0,0.9982482034831901
34391627545,76254519@N08,8a6d521090,2814,Elbphilharmonie 1,"Die Hamburger Elbphilharmonie in all ihrer Schönheit (leider mit Reflexen der Fensterscheibe, trotzdem nett).",2017,5,1,20:58:08,elbphilharmonie elphie hamburg hafen architektur architecture germany harbour wolken clouds water elbe river,0.0,0.0,0.9322999541887308
34395484982,137434862@N06,2161259cf1,4184,029,,2017,5,9,16:26:21,hamburg chilling walking sighseeing harbor opera,0.0,0.0,0.805022765928349
34411416826,40482544@N00,61b563f234,4187,Hamburg,                               ,2017,5,4,19:10:30,hamburg germany,0.0,0.0,0.9203184492148192
34425895174,47207167@N07,c69acac45f,4202,Elbphilharmonie.,Hamburg. Hafen. Impressionen.,2017,6,12,20:50:29,hamburg hafen elbphilharmonie stadt stadtstaat bundesland,0.0,0.0,0.9514346304604508
34453708340,141481543@N07,be7e1cec06,4244,,,2017,5,23,08:58:46,hamburg,0.0,0.0,0.9708492127611047
34454249800,52149001@N05,85ddec98af,4250,Hamburg_Elphi 05,,2017,5,23,09:42:21,hamburg deutschland germany speicherstadt kunsthalle elphi elbphilharmonie architektur schiffe hafen,0.0,0.0,0.975240684028771
34460198483,47207167@N07,43cc692a4c,4236,Elbphilharmonie.,Hamburg. Hafen. Impressionen.,2017,6,12,20:50:27,hamburg hafen elbphilharmonie stadt stadtstaat bundesland,0.0,0.0,0.9118678215657309
34460219723,47207167@N07,0b5c358ee8,4285,Elbphilharmonie.,Hamburg. Hafen. Impressionen.,2017,6,12,20:50:26,hamburg hafen elbphilharmonie stadt stadtstaat bundesland,0.0,0.0,0.9241176105535256
34465137480,55138865@N03,6fcdd00928,4248,05213342,SAMSUNG CSC - Leica R,2017,5,23,21:22:28,hamburg elphi elbphilharmonie architecture architektur bsfoto leica leicar summiluxr summilux50mm summiluxr50mm summiluxr50mmf14 nx200 samsungnx200 samsungnx samsung summiluxr50 leicasummilux summilux50 50mmf14 apsc leicasummiluxr50mmf14 summiluxr1450,0.0,0.0,0.9296795644403504
34465238580,55138865@N03,92902599c2,4267,05203042,SAMSUNG CSC,2017,5,23,21:22:25,hamburg elphi elbphilharmonie architecture architektur bsfoto samsungnx200 samsung samsungnx nx200 samsungnx20mm28 samsungnx20mmf28 20mm 20mmf28 20mmorless digicamfotos samsungnx20mm f2820mm apsc,0.0,0.0,0.9816182708783836
34470800456,31769015@N00,b618248aa5,4155,DSC_1322-Edit-1.jpg,"🔍 <strong><a href=""http://www.plaghunter.com/en/?utm_source=34470800456&amp;utm_campaign=flickrDescrGrowth&amp;utm_term=1001000"" rel=""nofollow"">Plaghunter</a></strong> protects this beautiful picture against image theft. Get your own <a href=""http://www.plaghunter.com/en/?utm_source=34470800456&amp;utm_campaign=flickrDescrGrowth&amp;utm_term=1001000"" rel=""nofollow"">account for free</a>! 👊",2017,5,7,16:26:22,reise deutschland dirkhofmann europa city travel europe stadt hamburg,0.0,0.0,0.7271426225803237
34473778996,134222765@N04,fdf4780c0f,4167,DSCF3387f2,,2017,5,7,18:58:03,hamburg elfi architecture,0.0,0.0,0.8501997948102328
34473779026,92033267@N06,86c98a8a86,4173,Elbphilharmonie,,2017,5,7,19:09:32,nikonf801s f801s superiaxtra superia400 s400 fujifilms400 hamburg elbphilharmonie,0.0,0.0,0.6814270491969856
34477697574,112297630@N03,97051b1b3d,4241,Wolke,,2017,6,15,11:09:27,elbphilarmonie elphi hamburg,0.0,0.0,0.8510452276191053
34481502061,40291752@N04,7d5133e7b6,4187,SPECTATORS at the ELBE PHILARMONIC HALL,"Photo made on May 7th 2017 The last day in Hamburg, the closing the event of the 828th Hafengeburtstag with the sail out parade.",2017,5,12,13:26:40,landungsbrücke aidaprima aidasol aitaluna capemaria a1413bonn elberiver elbe harbortugs twister stettin bohmundvoss hafengeburtstag hamburg sailoutparade,0.0,0.0,0.953706975852012
34481527551,40291752@N04,af4d8ef459,4160,ELBE PHILHARMONIC HALL and German Heli,"Photo made on May 7th 2017 The last day in Hamburg, the closing the event of the 828th Hafengeburtstag with the sail out parade.",2017,5,12,13:26:19,landungsbrücke aidaprima aidasol aitaluna capemaria a1413bonn elberiver elbe harbortugs twister stettin bohmundvoss hafengeburtstag hamburg sailoutparade,0.0,0.0,0.8797669727186723
34481971723,53018666@N00,5229272320,4197,Hamburg - elbphilharmonie,".
",2017,6,13,21:32:52,hamburg germany,0.0,0.0,0.9273688684230094
34499756322,55206992@N00,ccab2677ce,4174,Elbphilharmonie,"... so near, and inviting me to come and explore.",2017,5,14,22:32:47,spring hamburg germany harbour elbphilharmonie concerthall architecture building,0.0,0.0,0.6774915237191684
34504623321,8234070@N02,15ce7c8a27,4166,Hamburg-3,,2017,5,13,17:54:29,hamburg elbphilharmonie,0.0,0.0,0.8415559182342105
34509139625,31929940@N00,1608d7c7bc,4171,71-DSC00883,                               ,2017,5,7,14:13:20,hamburg germany travel traveller boat boats ship ships water rhine rhein river harbour,53.545422,9.964397,0.8143702748427664
34514460165,128661203@N03,c41fbd3152,4185,Elbphilharmonie,,2017,5,7,18:21:41,wahrzeichen hamburgerhafen hafen hamburg elphi elbphilharmonie,0.0,0.0,0.6414141298168071
34524817096,85689678@N05,888fcd99a4,4158,Das Dach  /  The roof,,2017,5,10,02:57:09,theroof dasdach elbphilharmonie hamburg elbe deutschland germany,0.0,0.0,0.6944600083027452
34532627442,43532600@N08,b4b693c350,4159,Hamburg 2017,Hamburg 2017,2017,5,16,12:19:06,elbphilharmonie labskáfilharmonie hamburg hamburk,0.0,0.0,0.649409830929104
34539857792,130257353@N03,c43ec7255d,4173,RM-2017.05.09-0251,,2017,5,16,19:32:45,fespa hamburg 2017 50jahregrünig,0.0,0.0,0.8101577187454084
34540144616,11875415@N04,34c28b53aa,4161,Elbphilharmonie,,2017,5,10,21:39:45,elbphilharmonie hamburg hansestadt,0.0,0.0,0.6757205021805133
34540150056,11875415@N04,2e03c8b2bc,4192,Elbphilharmonie,,2017,5,10,21:39:26,elbphilharmonie hamburg hansestadt,0.0,0.0,0.769307547605938
34540150156,11875415@N04,ff2f714c58,4155,Elbphilharmonie,,2017,5,10,21:39:25,elbphilharmonie hamburg hansestadt,0.0,0.0,0.8782563119339252
34540150256,11875415@N04,d1e8d55bfb,4185,Elbphilharmonie,,2017,5,10,21:39:24,elbphilharmonie hamburg hansestadt,0.0,0.0,0.8556477800839687
34544296593,145434342@N02,4527ede61d,4276,Elbphiharmonie Panorama LR,Elbphiharmonie im Grünen.,2017,6,17,04:06:32,deutschland hamburg hafen elbphilharmonie 400mm 2017,53.538254,10.018951,0.6878561102700531
34554225240,128246464@N08,188926067b,4268,P1040641,"<a href=""https://www.elbphilharmonie.de/de/"" rel=""nofollow"">www.elbphilharmonie.de/de/</a>

<a href=""https://www.google.ch/maps/place/Elbphilharmonie+Hamburg/@53.5413306,9.9841274,15z/data=!4m5!3m4!1s0x0:0xb2e4ab2a68984286!8m2!3d53.5413306!4d9.9841274"" rel=""nofollow"">www.google.ch/maps/place/Elbphilharmonie+Hamburg/@53.5413...</a>

<a href=""https://de.wikipedia.org/wiki/Elbphilharmonie"" rel=""nofollow"">de.wikipedia.org/wiki/Elbphilharmonie</a>",2017,5,28,09:57:17,elbphilharmonie hamburg,0.0,0.0,0.6560692290560532
34570426986,40291752@N04,9419fb43ab,4185,ELBE PHILHARMONIC HALL and German Heli,"Photo made on May 7th 2017 The last day in Hamburg, the closing the event of the 828th Hafengeburtstag with the sail out parade.",2017,5,12,13:26:19,landungsbrücke aidaprima aidasol aitaluna capemaria a1413bonn elberiver elbe harbortugs twister stettin bohmundvoss hafengeburtstag hamburg sailoutparade,0.0,0.0,0.4971561918616312
34571052025,49321751@N00,3b31fbba0a,4165,Elbphilharmonie,,2017,5,10,10:36:57,elbphilharmonie hamburg,0.0,0.0,0.7814280925696121
34572646104,140310375@N07,28608057d0,4219,"Elbphilharmonie II | Hamburg, Germany",,2017,6,19,23:26:27,architecture building reflections hamburg,53.541442,9.983761,0.8673669978032764
34581030584,151221821@N02,e43f1f25e7,4264,Hamburg,,2017,6,20,10:45:48,hamburg germany northerngermany travel tourism tourist nikond5500 nikon snapseed,0.0,0.0,0.5037880311845283
34581031314,151221821@N02,b24ffcacba,4229,Hamburg,,2017,6,20,10:45:45,hamburg germany northerngermany travel tourism tourist nikond5500 nikon snapseed,0.0,0.0,0.6664417488710341
34591194353,12695282@N07,b4263911f5,4225,Elbphilharmonie,Hamburg Hafen,2017,6,19,08:56:45,hamburg elbphilharmonie hafen monochrome schwarzweiss unterwegsimnorden leica leicammonochrom 35mm summicron,0.0,0.0,0.615526685143983
34596615875,134208278@N06,8fdabf9ecf,4191,Elbphiharmonie sunset ...,,2017,5,11,16:57:57,achimbrennecke elbphilharmonie hamburg hafenviertel speicherstadt harbour hafen elbe architektur nikon5500 nikon sunset sky lowlight,0.0,0.0,0.8778115906909416
34602020813,51035701919@N01,be2fe7c78e,4227,DSCF1967,,2017,6,19,20:11:59,elphi elbphilharmonie hamburg bw,0.0,0.0,0.5204847485963786
34602029713,51035701919@N01,f52d9b835b,4203,DSCF1968,,2017,6,19,20:12:25,elphi elbphilharmonie hamburg bw,0.0,0.0,0.6522981816168744
34609004224,14607519@N07,a29d01a653,4253,Elbphilharmonie Hamburg,"Hamburg, April 2017",2017,6,21,18:44:19,hamburg hamburgo,0.0,0.0,0.697673401957599
